,time,code,open,high,low,close,volume,amount,open_interest
20988,2011-01-04 15:00:00,sse.600325,38.644486372749,40.806150477996,38.075627397684,40.692378682983005,256885.0,271467456.0,
20989,2011-01-05 15:00:00,sse.600325,40.123519707918,41.526705179745,39.895976117892,40.57860688797,152994.0,164563360.0,
20990,2011-01-06 15:00:00,sse.600325,40.692378682983005,41.261237658048,40.047671844576,40.844074409667,103558.0,111364856.0,
20991,2011-01-07 15:00:00,sse.600325,40.730302614654,42.09556415481,40.388987229615005,40.61653081964101,220058.0,240302912.0,
20992,2011-01-10 15:00:00,sse.600325,40.919922273009,41.830096633113,39.933900049563,40.047671844576,142637.0,153892880.0,
20993,2011-01-11 15:00:00,sse.600325,40.085595776247004,42.285183813165006,39.782204322879004,42.247259881494,267603.0,292147264.0,
20994,2011-01-12 15:00:00,sse.600325,42.323107744836,43.61252142165,41.564629111416004,42.854042788230004,362939.0,408612448.0,
20995,2011-01-13 15:00:00,sse.600325,42.967814583243005,43.043662446585,41.7163248381,41.943868428126,162499.0,180925392.0,
20996,2011-01-14 15:00:00,sse.600325,41.868020564784,42.285183813165006,41.109541931364,42.057640223139,187013.0,205740768.0,
20997,2011-01-17 15:00:00,sse.600325,41.602553043087006,41.981792359797005,38.682410304419996,38.947877826117,201651.0,212713664.0,
20998,2011-01-18 15:00:00,sse.600325,38.947877826117,39.592584664524,38.113551329355005,38.492790646065004,153002.0,156239808.0,
20999,2011-01-19 15:00:00,sse.600325,38.379018851051995,39.554660732853,38.075627397684,39.402965006169005,110822.0,113592640.0,
21000,2011-01-20 15:00:00,sse.600325,39.365041074498,39.365041074498,38.113551329355005,38.30317098771,96142.0,97644496.0,
21001,2011-01-21 15:00:00,sse.600325,38.30317098771,40.57860688797,38.151475261026,38.530714577736,251625.0,257101744.0,
21002,2011-01-24 15:00:00,sse.600325,38.568638509407,39.06164962113,37.961855602671,38.265247056039,118400.0,119717752.0,
21003,2011-01-25 15:00:00,sse.600325,38.30317098771,38.568638509407,38.113551329355005,38.416942782723005,80054.0,80908168.0,
21004,2011-01-26 15:00:00,sse.600325,38.568638509407,39.023725689459,38.379018851051995,38.909953894446,100686.0,102870232.0,
21005,2011-01-27 15:00:00,sse.600325,38.265247056039,38.265247056039,36.975833379225,37.810159875987004,196220.0,194576448.0,
21006,2011-01-28 15:00:00,sse.600325,37.696388080974,38.492790646065004,37.089605174238,37.54469235429001,170467.0,169181040.0,
21007,2011-02-01 15:00:00,sse.600325,37.582616285961,38.189399192697,37.582616285961,38.113551329355005,102986.0,102845696.0,
21008,2011-02-09 15:00:00,sse.600325,37.772235944316,37.772235944316,37.279224832593,37.355072695935,85720.0,84841168.0,
21009,2011-02-10 15:00:00,sse.600325,37.355072695935,38.075627397684,37.127529105909,37.923931671000005,114161.0,113210336.0,
21010,2011-02-11 15:00:00,sse.600325,37.810159875987004,38.758258167762,37.696388080974,38.530714577736,193879.0,195652864.0,
21011,2011-02-14 15:00:00,sse.600325,38.379018851051995,39.289193211156,38.30317098771,39.137497484472,205603.0,210734272.0,
21012,2011-02-15 15:00:00,sse.600325,39.213345347814,39.251269279485,38.758258167762,38.834106031104,159490.0,163966448.0,
21013,2011-02-16 15:00:00,sse.600325,38.834106031104,39.251269279485,38.416942782723005,39.213345347814,138750.0,141804576.0,
